               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,  train/topleft_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,    val/topleft_loss,               x/lr0,               x/lr1,               x/lr2
                 374,            0.025922,            0.015349,           0.0028177,            0.067505,            0.008471,             0.94874,             0.93319,             0.96494,             0.63825,            0.023795,            0.015583,           0.0031881,            0.092594,             0.01722,           0.0032073,           0.0032073,           0.0032073
                 375,            0.025868,              0.0155,           0.0030941,            0.067883,            0.008865,             0.94834,             0.93323,             0.96489,              0.6385,            0.023795,            0.015585,           0.0031854,            0.092617,            0.017222,           0.0031894,           0.0031894,           0.0031894
                 376,            0.025869,            0.015164,           0.0029408,            0.066685,           0.0085233,             0.94784,             0.93322,             0.96476,             0.63927,            0.023793,            0.015587,           0.0031823,            0.092628,            0.017223,           0.0031716,           0.0031716,           0.0031716
                 377,            0.025908,            0.015032,           0.0027621,             0.06645,           0.0081204,             0.94762,             0.93315,             0.96471,             0.63914,             0.02379,            0.015588,           0.0031838,            0.092638,            0.017223,           0.0031539,           0.0031539,           0.0031539
                 378,            0.025686,            0.015471,           0.0031691,            0.067387,           0.0087596,             0.94778,             0.93331,             0.96445,             0.63916,            0.023789,             0.01559,            0.003186,            0.092654,            0.017223,           0.0031363,           0.0031363,           0.0031363
                 379,             0.02585,            0.015194,           0.0027665,            0.066021,           0.0081684,             0.95002,              0.9329,             0.96532,             0.63977,            0.023788,            0.015591,            0.003189,             0.09267,            0.017223,           0.0031188,           0.0031188,           0.0031188
                 380,            0.025646,            0.015229,           0.0030331,            0.067221,           0.0088094,             0.94855,              0.9325,              0.9647,             0.63999,            0.023786,            0.015593,           0.0031905,            0.092681,            0.017222,           0.0031014,           0.0031014,           0.0031014
                 381,             0.02547,            0.015183,           0.0028278,            0.066449,            0.008087,             0.94695,             0.93243,             0.96435,             0.64009,            0.023785,            0.015593,           0.0031921,            0.092691,            0.017222,           0.0030841,           0.0030841,           0.0030841
                 382,            0.025795,            0.014894,           0.0026994,            0.066466,           0.0080142,             0.94983,              0.9324,             0.96521,             0.64025,            0.023786,            0.015594,           0.0031936,            0.092701,            0.017221,            0.003067,            0.003067,            0.003067
                 383,            0.025586,            0.014959,            0.002923,            0.066379,           0.0082354,             0.94735,             0.93248,             0.96427,                0.64,            0.023785,            0.015595,           0.0031956,            0.092705,            0.017226,           0.0030499,           0.0030499,           0.0030499
                 384,            0.025629,            0.015338,           0.0029967,            0.066463,           0.0079731,             0.94643,             0.93252,             0.96492,             0.64024,            0.023783,            0.015594,           0.0031938,            0.092721,            0.017219,            0.003033,            0.003033,            0.003033
                 385,            0.025253,            0.015254,           0.0029533,            0.066777,           0.0080448,             0.94757,             0.93215,             0.96555,             0.64117,            0.023782,            0.015595,           0.0031937,            0.092733,            0.017225,           0.0030162,           0.0030162,           0.0030162
                 386,            0.025304,             0.01496,           0.0028765,            0.066265,           0.0081027,             0.94948,             0.93227,              0.9661,             0.64211,             0.02378,            0.015597,           0.0031942,            0.092748,            0.017224,           0.0029996,           0.0029996,           0.0029996
                 387,            0.025202,            0.014834,           0.0026729,            0.065938,           0.0077673,             0.94756,             0.93246,             0.96551,             0.64253,             0.02378,            0.015598,           0.0031917,            0.092755,            0.017225,            0.002983,            0.002983,            0.002983
                 388,            0.025216,            0.015131,            0.002815,            0.065816,           0.0081429,             0.94667,             0.93257,             0.96498,              0.6421,            0.023781,            0.015599,           0.0031853,            0.092767,            0.017222,           0.0029666,           0.0029666,           0.0029666
                 389,            0.025104,            0.015111,           0.0028326,            0.066539,           0.0083085,              0.9473,             0.93254,             0.96512,             0.64294,            0.023779,            0.015601,           0.0031847,            0.092781,            0.017218,           0.0029502,           0.0029502,           0.0029502
                 390,            0.025644,            0.015207,           0.0030064,            0.066539,           0.0081455,             0.94882,             0.93222,             0.96496,             0.64267,            0.023779,            0.015602,           0.0031843,             0.09279,             0.01722,            0.002934,            0.002934,            0.002934
                 391,            0.025224,            0.014919,           0.0027252,            0.066106,           0.0080699,             0.94957,             0.93249,             0.96516,             0.64264,            0.023777,            0.015603,           0.0031828,            0.092804,            0.017226,           0.0029179,           0.0029179,           0.0029179
                 392,            0.025213,            0.015158,           0.0028285,            0.066407,           0.0083286,             0.94839,             0.93245,             0.96443,             0.64205,            0.023776,            0.015606,           0.0031794,            0.092817,             0.01723,            0.002902,            0.002902,            0.002902
                 393,            0.025291,            0.014876,           0.0028228,              0.0665,           0.0081129,              0.9484,             0.93239,             0.96476,             0.64244,            0.023774,            0.015606,           0.0031773,            0.092829,            0.017237,           0.0028862,           0.0028862,           0.0028862
                 394,            0.024952,            0.014818,           0.0027342,            0.065448,           0.0078952,             0.94672,             0.93243,             0.96427,             0.64225,            0.023774,            0.015606,           0.0031777,            0.092842,            0.017242,           0.0028704,           0.0028704,           0.0028704
                 395,            0.025055,            0.014617,           0.0028538,            0.065734,           0.0080901,             0.94627,             0.93257,             0.96437,             0.64234,            0.023774,            0.015608,           0.0031796,            0.092854,            0.017243,           0.0028548,           0.0028548,           0.0028548
                 396,            0.025117,             0.01493,           0.0026882,            0.065549,           0.0078112,             0.94738,             0.93257,             0.96507,             0.64266,            0.023771,            0.015609,           0.0031773,            0.092856,            0.017247,           0.0028394,           0.0028394,           0.0028394
                 397,            0.025294,            0.015135,            0.002799,            0.065854,           0.0080182,             0.94482,             0.93776,             0.96623,             0.64336,             0.02377,            0.015611,           0.0031785,            0.092873,            0.017253,            0.002824,            0.002824,            0.002824
                 398,            0.024989,            0.014826,           0.0027046,            0.065546,           0.0077144,             0.94415,             0.93786,             0.96571,             0.64263,             0.02377,            0.015611,           0.0031786,            0.092885,            0.017258,           0.0028088,           0.0028088,           0.0028088
                 399,             0.02507,            0.014798,           0.0030792,            0.065883,           0.0078816,             0.94973,             0.93246,             0.96587,             0.64273,             0.02377,            0.015613,           0.0031767,            0.092904,            0.017266,           0.0027937,           0.0027937,           0.0027937
                 400,            0.024605,             0.01488,           0.0028932,            0.065708,           0.0081477,             0.94306,             0.93799,             0.96602,             0.64249,            0.023768,            0.015614,           0.0031774,            0.092919,            0.017269,           0.0027788,           0.0027788,           0.0027788
                 401,            0.024941,            0.014741,           0.0029263,            0.065604,           0.0080901,             0.94677,             0.93252,             0.96572,             0.64237,            0.023766,            0.015614,           0.0031758,            0.092935,            0.017271,           0.0027639,           0.0027639,           0.0027639
                 402,            0.024949,            0.014938,           0.0027557,            0.065851,           0.0077864,             0.94293,             0.93809,             0.96592,              0.6426,            0.023764,            0.015613,           0.0031724,            0.092953,            0.017275,           0.0027492,           0.0027492,           0.0027492
                 403,            0.024996,             0.01507,           0.0028526,            0.065572,           0.0074287,             0.94541,             0.93684,             0.96618,               0.642,            0.023764,            0.015614,           0.0031703,            0.092973,            0.017275,           0.0027346,           0.0027346,           0.0027346
                 404,            0.024983,            0.014779,           0.0028024,            0.065398,           0.0074759,             0.94862,             0.93264,             0.96605,             0.64329,            0.023762,            0.015616,           0.0031697,            0.092994,            0.017276,           0.0027202,           0.0027202,           0.0027202
                 405,            0.024862,            0.014566,           0.0027772,            0.065994,            0.007825,             0.94671,             0.93276,              0.9655,             0.64297,             0.02376,            0.015618,           0.0031679,            0.092999,            0.017278,           0.0027059,           0.0027059,           0.0027059
                 406,             0.02491,            0.014832,           0.0029016,            0.065784,            0.007817,             0.94826,             0.93275,             0.96595,               0.643,            0.023756,             0.01562,           0.0031645,            0.093001,            0.017276,           0.0026917,           0.0026917,           0.0026917
                 407,            0.024754,            0.014936,           0.0027054,            0.065211,           0.0077818,             0.94683,             0.93285,             0.96564,             0.64221,            0.023755,            0.015621,           0.0031603,            0.093018,            0.017275,           0.0026776,           0.0026776,           0.0026776
                 408,            0.024604,            0.014573,           0.0025923,             0.06508,           0.0076616,             0.94616,               0.933,              0.9654,             0.64299,            0.023753,            0.015622,           0.0031581,            0.093029,            0.017278,           0.0026637,           0.0026637,           0.0026637
                 409,            0.024673,             0.01481,           0.0028834,            0.065692,           0.0076372,             0.94717,             0.93306,             0.96582,             0.64282,            0.023749,            0.015624,           0.0031599,            0.093038,            0.017278,           0.0026499,           0.0026499,           0.0026499
                 410,            0.024397,            0.014678,           0.0026202,            0.065281,           0.0077049,             0.94807,             0.93323,             0.96577,              0.6428,            0.023747,            0.015625,           0.0031579,            0.093049,            0.017277,           0.0026362,           0.0026362,           0.0026362
                 411,            0.024458,            0.014745,           0.0030114,            0.065998,           0.0077937,             0.94663,             0.93344,             0.96542,              0.6425,            0.023744,            0.015625,           0.0031566,            0.093057,            0.017275,           0.0026227,           0.0026227,           0.0026227
                 412,             0.02468,            0.014758,            0.002842,            0.065382,           0.0074868,             0.94781,             0.93401,             0.96569,             0.64196,            0.023741,            0.015627,           0.0031538,            0.093071,            0.017271,           0.0026093,           0.0026093,           0.0026093
                 413,            0.024549,            0.014458,            0.002587,            0.064582,           0.0074153,              0.9469,             0.93445,             0.96536,             0.64187,            0.023742,            0.015628,           0.0031529,            0.093082,            0.017276,            0.002596,            0.002596,            0.002596
                 414,            0.024279,              0.0146,           0.0027325,            0.064786,           0.0075925,             0.94702,             0.93447,             0.96556,             0.64158,            0.023743,            0.015629,           0.0031579,            0.093097,            0.017281,           0.0025829,           0.0025829,           0.0025829
                 415,            0.024548,            0.014685,           0.0028298,            0.064866,           0.0076558,             0.94739,             0.93461,             0.96565,             0.64173,            0.023741,             0.01563,           0.0031565,             0.09311,            0.017284,           0.0025699,           0.0025699,           0.0025699
                 416,            0.024516,            0.014481,           0.0027293,            0.065176,           0.0076012,             0.94657,             0.93465,             0.96573,             0.64222,            0.023738,             0.01563,            0.003157,            0.093116,            0.017285,            0.002557,            0.002557,            0.002557
                 417,            0.024228,            0.014508,           0.0026259,            0.064072,           0.0075968,             0.94972,             0.93114,             0.96565,             0.64209,            0.023738,             0.01563,           0.0031621,            0.093135,            0.017286,           0.0025443,           0.0025443,           0.0025443
                 418,            0.024237,            0.014736,           0.0024983,            0.064708,           0.0075226,             0.95046,             0.93106,             0.96584,             0.64201,            0.023737,            0.015632,           0.0031641,            0.093141,             0.01729,           0.0025317,           0.0025317,           0.0025317
                 419,            0.024211,            0.014788,           0.0025017,            0.064557,           0.0073514,             0.95039,             0.93116,             0.96593,             0.64169,            0.023737,            0.015633,           0.0031688,            0.093159,            0.017293,           0.0025193,           0.0025193,           0.0025193
                 420,            0.024164,            0.014599,           0.0028274,            0.065272,           0.0077453,             0.95218,             0.93159,             0.96627,             0.64215,            0.023735,            0.015634,           0.0031682,            0.093171,            0.017297,            0.002507,            0.002507,            0.002507
                 421,            0.024057,            0.014551,           0.0027639,            0.064653,           0.0075527,             0.95203,             0.93163,             0.96595,             0.64144,            0.023732,            0.015635,           0.0031668,            0.093183,            0.017301,           0.0024948,           0.0024948,           0.0024948
                 422,            0.024421,            0.014417,           0.0027623,            0.064837,           0.0075999,             0.95082,             0.93171,             0.96533,             0.64115,            0.023729,            0.015636,           0.0031667,            0.093193,            0.017299,           0.0024827,           0.0024827,           0.0024827
                 423,            0.024193,             0.01433,           0.0027611,            0.064513,           0.0074688,              0.9501,             0.93235,             0.96492,              0.6411,            0.023725,            0.015638,           0.0031682,            0.093206,            0.017303,           0.0024708,           0.0024708,           0.0024708
                 424,            0.024344,            0.014619,           0.0027288,            0.064855,           0.0078031,             0.95015,             0.93229,             0.96491,             0.64073,            0.023724,            0.015638,           0.0031687,             0.09321,            0.017303,           0.0024591,           0.0024591,           0.0024591
                 425,            0.023916,             0.01442,           0.0026493,             0.06359,           0.0067982,             0.95098,             0.93279,             0.96624,             0.64199,             0.02372,            0.015639,           0.0031639,            0.093223,              0.0173,           0.0024475,           0.0024475,           0.0024475
                 426,            0.024239,            0.014508,           0.0027559,            0.064658,           0.0076251,             0.95033,             0.93223,             0.96525,             0.64174,            0.023716,             0.01564,           0.0031633,            0.093234,            0.017298,            0.002436,            0.002436,            0.002436
                 427,            0.023967,            0.014292,           0.0024666,            0.063815,           0.0069897,             0.95185,             0.93329,             0.96583,              0.6426,            0.023716,             0.01564,           0.0031601,            0.093247,            0.017294,           0.0024246,           0.0024246,           0.0024246
                 428,            0.024057,            0.014656,           0.0028688,            0.065054,           0.0076577,             0.95202,             0.93319,              0.9658,             0.64283,            0.023713,            0.015641,            0.003159,            0.093252,            0.017291,           0.0024134,           0.0024134,           0.0024134
                 429,            0.023905,            0.014373,           0.0026149,            0.064111,           0.0072909,             0.95205,             0.93319,             0.96585,             0.64281,             0.02371,            0.015642,           0.0031605,            0.093256,            0.017288,           0.0024024,           0.0024024,           0.0024024
                 430,            0.023893,            0.014655,           0.0027451,            0.064255,           0.0074152,             0.93416,             0.95141,             0.96594,             0.64264,            0.023708,            0.015642,           0.0031572,            0.093264,            0.017293,           0.0023915,           0.0023915,           0.0023915
                 431,            0.023933,            0.014896,           0.0028443,            0.064477,           0.0073854,             0.93463,             0.95129,             0.96632,             0.64325,            0.023706,            0.015642,           0.0031562,            0.093271,            0.017292,           0.0023807,           0.0023807,           0.0023807
                 432,            0.023541,            0.014342,           0.0025865,            0.064057,           0.0070416,             0.93373,             0.95129,             0.96606,             0.64307,            0.023705,            0.015644,           0.0031564,            0.093279,            0.017291,           0.0023701,           0.0023701,           0.0023701
                 433,            0.023987,            0.014625,           0.0027936,            0.064177,           0.0070413,             0.93466,             0.95169,             0.96651,             0.64302,            0.023703,            0.015645,           0.0031604,            0.093295,            0.017294,           0.0023596,           0.0023596,           0.0023596
                 434,            0.023822,            0.014582,           0.0029354,            0.064352,           0.0072638,             0.93367,             0.95145,             0.96609,             0.64266,              0.0237,            0.015647,           0.0031614,            0.093307,            0.017292,           0.0023492,           0.0023492,           0.0023492
                 435,            0.023681,            0.014284,           0.0028183,            0.063968,           0.0071116,             0.93326,             0.95306,             0.96631,             0.64365,            0.023699,             0.01565,           0.0031637,            0.093318,            0.017286,            0.002339,            0.002339,            0.002339
                 436,            0.023797,            0.014394,           0.0026348,            0.063591,           0.0067655,             0.93349,             0.95291,              0.9663,              0.6436,            0.023698,            0.015651,           0.0031636,            0.093327,            0.017288,            0.002329,            0.002329,            0.002329
                 437,            0.023983,            0.014193,           0.0026802,            0.064146,           0.0073105,             0.93347,             0.95281,             0.96633,             0.64389,            0.023697,            0.015652,           0.0031651,            0.093337,            0.017291,           0.0023191,           0.0023191,           0.0023191
                 438,            0.023796,            0.014428,           0.0026162,            0.064173,           0.0073852,             0.94892,             0.93695,              0.9663,              0.6436,            0.023696,            0.015654,           0.0031641,            0.093349,            0.017292,           0.0023093,           0.0023093,           0.0023093
                 439,            0.023846,            0.014437,           0.0026715,            0.064174,           0.0072097,             0.94875,             0.93693,             0.96647,              0.6437,            0.023692,            0.015655,           0.0031637,            0.093359,            0.017291,           0.0022997,           0.0022997,           0.0022997
                 440,            0.023821,            0.014528,           0.0029195,            0.064609,           0.0072905,             0.94924,             0.93685,             0.96604,             0.64342,            0.023689,            0.015657,           0.0031625,            0.093366,            0.017288,           0.0022902,           0.0022902,           0.0022902
                 441,            0.023499,            0.014379,           0.0024389,             0.06391,           0.0072566,             0.94859,             0.93586,             0.96543,             0.64319,            0.023689,            0.015658,           0.0031593,            0.093371,            0.017297,           0.0022809,           0.0022809,           0.0022809
                 442,            0.023564,            0.014683,           0.0026112,            0.064068,           0.0072095,              0.9487,             0.93634,             0.96554,             0.64292,            0.023688,            0.015659,           0.0031583,            0.093384,            0.017302,           0.0022717,           0.0022717,           0.0022717
                 443,             0.02364,            0.014163,           0.0026105,            0.063794,           0.0069219,             0.94907,             0.93658,             0.96565,             0.64293,            0.023688,             0.01566,           0.0031582,            0.093392,            0.017306,           0.0022627,           0.0022627,           0.0022627
                 444,            0.023555,            0.014418,           0.0026164,            0.063757,            0.006938,             0.94905,             0.93671,             0.96584,             0.64292,            0.023685,            0.015659,           0.0031565,            0.093394,            0.017307,           0.0022538,           0.0022538,           0.0022538
                 445,            0.023607,            0.014319,           0.0027503,            0.063975,           0.0072301,              0.9472,             0.93675,             0.96508,             0.64317,            0.023685,            0.015662,           0.0031549,            0.093397,             0.01731,           0.0022451,           0.0022451,           0.0022451
                 446,            0.023494,            0.014299,           0.0024582,            0.063062,           0.0069612,             0.94785,             0.93596,             0.96435,             0.64229,            0.023684,            0.015664,           0.0031548,            0.093401,            0.017318,           0.0022365,           0.0022365,           0.0022365
                 447,            0.023737,             0.01481,           0.0027657,            0.064087,           0.0072079,             0.94781,             0.93588,             0.96467,             0.64212,            0.023684,            0.015666,           0.0031528,            0.093413,            0.017315,            0.002228,            0.002228,            0.002228
                 448,            0.023884,             0.01416,           0.0026351,            0.063972,           0.0073059,             0.94961,             0.93597,             0.96551,             0.64264,            0.023684,            0.015667,           0.0031544,            0.093418,            0.017312,           0.0022197,           0.0022197,           0.0022197
                 449,            0.023691,            0.014239,           0.0026429,            0.063716,           0.0070765,             0.94938,             0.93605,             0.96548,             0.64275,            0.023685,            0.015668,           0.0031528,            0.093425,            0.017311,           0.0022116,           0.0022116,           0.0022116
                 450,            0.023399,            0.014125,           0.0023318,            0.062915,           0.0066628,             0.94922,             0.93661,             0.96559,             0.64224,            0.023685,             0.01567,           0.0031501,             0.09343,            0.017314,           0.0022036,           0.0022036,           0.0022036
                 451,            0.023963,            0.014099,           0.0027231,             0.06383,           0.0070717,             0.94913,             0.93683,             0.96594,             0.64262,            0.023683,             0.01567,           0.0031492,            0.093441,            0.017316,           0.0021958,           0.0021958,           0.0021958
                 452,            0.022975,            0.014334,           0.0023619,            0.063226,            0.006979,              0.9485,             0.93678,             0.96548,             0.64228,            0.023683,            0.015672,           0.0031477,            0.093457,            0.017321,           0.0021881,           0.0021881,           0.0021881
                 453,            0.023598,            0.014503,           0.0026209,            0.063625,           0.0070368,             0.94887,             0.93684,             0.96569,             0.64262,            0.023683,            0.015673,           0.0031455,            0.093469,            0.017327,           0.0021805,           0.0021805,           0.0021805
                 454,            0.023219,            0.014028,           0.0025264,            0.063391,           0.0069274,             0.94886,             0.93663,             0.96534,             0.64205,            0.023682,            0.015675,           0.0031478,            0.093492,            0.017327,           0.0021732,           0.0021732,           0.0021732
                 455,            0.023176,            0.014318,           0.0024807,             0.06339,           0.0067312,             0.94703,             0.93674,             0.96503,             0.64194,            0.023681,            0.015676,           0.0031503,            0.093512,            0.017326,           0.0021659,           0.0021659,           0.0021659
                 456,            0.023368,            0.014372,            0.002773,             0.06367,           0.0070593,             0.94724,             0.93726,             0.96595,             0.64273,            0.023682,            0.015678,           0.0031514,            0.093521,            0.017333,           0.0021588,           0.0021588,           0.0021588
                 457,            0.023153,            0.014224,           0.0025568,            0.062656,           0.0065686,             0.95209,             0.93443,             0.96585,             0.64297,            0.023681,            0.015678,           0.0031528,            0.093542,            0.017333,           0.0021519,           0.0021519,           0.0021519
                 458,            0.023213,            0.014114,           0.0024569,            0.062985,           0.0068277,             0.94839,             0.93789,             0.96602,             0.64297,             0.02368,             0.01568,           0.0031552,            0.093556,             0.01733,           0.0021451,           0.0021451,           0.0021451
                 459,            0.023158,            0.014301,           0.0025156,            0.063246,           0.0069806,             0.94812,             0.93782,             0.96577,             0.64314,            0.023678,            0.015681,           0.0031575,            0.093577,            0.017335,           0.0021385,           0.0021385,           0.0021385
                 460,            0.023216,            0.014291,           0.0025552,            0.062975,           0.0067219,              0.9473,             0.93842,             0.96519,             0.64293,            0.023678,            0.015683,           0.0031615,            0.093593,             0.01734,            0.002132,            0.002132,            0.002132
                 461,            0.023161,            0.014178,           0.0025216,             0.06275,           0.0067928,             0.94893,              0.9384,             0.96611,              0.6432,            0.023677,            0.015684,           0.0031614,            0.093612,            0.017339,           0.0021257,           0.0021257,           0.0021257
                 462,            0.023096,            0.014339,           0.0025003,            0.063169,           0.0067054,             0.94877,             0.93842,             0.96593,             0.64294,            0.023677,            0.015686,           0.0031626,            0.093628,             0.01734,           0.0021195,           0.0021195,           0.0021195
                 463,            0.023082,            0.013987,           0.0025759,            0.063257,           0.0068353,             0.94898,             0.93832,             0.96591,             0.64225,            0.023674,            0.015686,           0.0031639,            0.093649,            0.017343,           0.0021135,           0.0021135,           0.0021135
                 464,             0.02316,            0.013781,           0.0024747,            0.063131,           0.0065795,             0.94595,             0.93802,             0.96547,             0.64239,            0.023672,            0.015688,           0.0031646,            0.093664,            0.017346,           0.0021076,           0.0021076,           0.0021076
                 465,            0.022864,            0.013806,           0.0022889,            0.062488,           0.0063333,             0.94856,             0.93839,             0.96558,             0.64192,            0.023672,             0.01569,           0.0031662,            0.093679,             0.01735,           0.0021019,           0.0021019,           0.0021019
                 466,            0.022945,            0.013866,           0.0024595,             0.06216,           0.0064796,             0.94924,             0.93841,             0.96577,             0.64225,             0.02367,            0.015692,           0.0031701,            0.093692,            0.017356,           0.0020963,           0.0020963,           0.0020963
                 467,            0.023003,            0.013886,           0.0025497,            0.062679,           0.0068094,              0.9466,             0.93839,             0.96412,             0.64126,             0.02367,            0.015693,           0.0031731,            0.093703,            0.017361,           0.0020909,           0.0020909,           0.0020909
                 468,            0.022946,            0.014115,           0.0025162,             0.06274,           0.0067971,             0.94725,             0.93844,             0.96418,             0.64133,             0.02367,            0.015693,           0.0031719,            0.093716,            0.017364,           0.0020857,           0.0020857,           0.0020857
                 469,            0.022938,              0.0142,           0.0026693,            0.063002,           0.0068504,             0.94748,             0.93847,             0.96466,             0.64209,             0.02367,            0.015696,           0.0031712,            0.093725,            0.017369,           0.0020806,           0.0020806,           0.0020806
                 470,            0.022958,            0.014345,           0.0023154,            0.062953,            0.006542,             0.94648,             0.93843,             0.96386,             0.64203,            0.023669,            0.015695,           0.0031732,            0.093738,             0.01737,           0.0020756,           0.0020756,           0.0020756
                 471,            0.023055,            0.014429,            0.002403,            0.062595,           0.0065294,             0.94766,             0.93836,             0.96435,             0.64234,            0.023667,            0.015698,           0.0031745,            0.093746,            0.017373,           0.0020709,           0.0020709,           0.0020709
                 472,            0.022984,            0.014087,           0.0024217,            0.062873,            0.006536,             0.94945,             0.93815,             0.96565,             0.64365,            0.023664,            0.015698,           0.0031732,            0.093756,            0.017373,           0.0020662,           0.0020662,           0.0020662
                 473,             0.02285,            0.014084,           0.0024653,            0.062568,           0.0067883,             0.94938,             0.93788,             0.96614,             0.64336,            0.023664,            0.015699,           0.0031713,            0.093767,             0.01738,           0.0020617,           0.0020617,           0.0020617
                 474,            0.023001,             0.01383,           0.0025369,            0.062629,           0.0066063,             0.94844,               0.938,             0.96578,             0.64317,            0.023664,              0.0157,            0.003169,            0.093792,             0.01738,           0.0020574,           0.0020574,           0.0020574
                 475,            0.023083,            0.014123,           0.0024795,            0.063085,           0.0068762,             0.95049,             0.93789,             0.96627,             0.64391,            0.023664,              0.0157,           0.0031684,            0.093806,            0.017382,           0.0020533,           0.0020533,           0.0020533
                 476,            0.022992,            0.014161,           0.0026729,            0.063487,            0.006668,             0.95056,             0.93773,             0.96628,             0.64383,            0.023664,            0.015701,           0.0031695,            0.093817,            0.017386,           0.0020492,           0.0020492,           0.0020492
                 477,            0.022855,            0.014283,           0.0025713,             0.06317,           0.0065254,             0.95001,             0.93791,             0.96604,             0.64431,             0.02366,            0.015702,           0.0031664,            0.093822,            0.017389,           0.0020454,           0.0020454,           0.0020454
                 478,            0.022871,            0.014014,           0.0024406,            0.062728,           0.0068004,             0.94863,             0.93788,             0.96571,             0.64412,            0.023662,            0.015703,           0.0031695,            0.093837,            0.017389,           0.0020417,           0.0020417,           0.0020417
                 479,             0.02294,            0.013974,           0.0024042,            0.062257,           0.0065471,             0.94434,             0.93792,              0.9643,             0.64278,            0.023663,            0.015705,           0.0031697,            0.093859,            0.017396,           0.0020382,           0.0020382,           0.0020382
                 480,            0.022894,            0.013936,           0.0026493,            0.062828,            0.006564,             0.94583,             0.93762,             0.96563,             0.64327,            0.023665,            0.015706,           0.0031687,            0.093873,            0.017394,           0.0020348,           0.0020348,           0.0020348
                 481,            0.022906,            0.013968,           0.0023961,            0.062501,           0.0065334,             0.94653,             0.93842,             0.96521,              0.6438,            0.023665,            0.015707,           0.0031688,            0.093882,            0.017405,           0.0020315,           0.0020315,           0.0020315
                 482,            0.022632,            0.013794,           0.0022731,            0.062072,            0.006483,             0.94605,              0.9381,             0.96562,             0.64336,            0.023664,            0.015709,             0.00317,             0.09389,            0.017411,           0.0020285,           0.0020285,           0.0020285
                 483,             0.02284,            0.014418,           0.0025527,            0.063054,           0.0066531,             0.94861,              0.9385,             0.96586,             0.64419,            0.023663,             0.01571,           0.0031659,            0.093902,            0.017421,           0.0020256,           0.0020256,           0.0020256
                 484,            0.022803,            0.014204,           0.0024649,            0.062922,           0.0069428,              0.9492,             0.93859,             0.96598,             0.64361,            0.023662,             0.01571,           0.0031639,            0.093911,            0.017427,           0.0020228,           0.0020228,           0.0020228
                 485,            0.022657,            0.013998,           0.0025248,            0.062596,           0.0065619,             0.94662,             0.93829,             0.96567,             0.64351,            0.023663,            0.015712,           0.0031625,             0.09393,            0.017429,           0.0020202,           0.0020202,           0.0020202
                 486,            0.022841,            0.013992,           0.0023715,            0.062805,           0.0066168,             0.94471,             0.93829,             0.96536,             0.64305,            0.023662,            0.015715,           0.0031627,            0.093941,            0.017432,           0.0020178,           0.0020178,           0.0020178
                 487,            0.022597,             0.01383,           0.0023042,            0.062479,            0.006279,             0.94779,             0.93782,             0.96607,             0.64227,             0.02366,            0.015716,           0.0031623,            0.093957,            0.017442,           0.0020155,           0.0020155,           0.0020155
                 488,            0.022939,            0.013965,           0.0025707,             0.06213,           0.0064963,             0.93507,             0.94926,             0.96606,             0.64306,             0.02366,            0.015719,           0.0031612,            0.093976,            0.017448,           0.0020133,           0.0020133,           0.0020133
                 489,            0.022618,            0.013902,           0.0023206,            0.062359,           0.0064931,             0.93409,             0.94881,             0.96566,             0.64301,            0.023658,             0.01572,            0.003159,            0.093987,            0.017453,           0.0020114,           0.0020114,           0.0020114
                 490,            0.022869,            0.014066,           0.0023387,            0.062171,           0.0063727,             0.93394,             0.94903,             0.96577,             0.64314,            0.023657,            0.015723,            0.003159,            0.094005,            0.017453,           0.0020095,           0.0020095,           0.0020095
                 491,            0.022728,            0.014059,           0.0024574,            0.062404,           0.0066507,              0.9345,              0.9488,             0.96584,             0.64374,            0.023654,            0.015723,           0.0031555,            0.094015,            0.017455,           0.0020079,           0.0020079,           0.0020079
                 492,            0.022606,            0.014062,           0.0026761,            0.062765,            0.006772,              0.9326,             0.94868,             0.96448,             0.64206,            0.023651,            0.015724,           0.0031567,            0.094023,            0.017458,           0.0020064,           0.0020064,           0.0020064
                 493,            0.022547,            0.014129,           0.0025121,            0.062702,           0.0066885,             0.93718,              0.9447,             0.96407,             0.64261,             0.02365,            0.015726,           0.0031573,            0.094041,            0.017456,           0.0020051,           0.0020051,           0.0020051
